show_id,type,title,directors,num_directors,cast_members,num_cast,genres,num_genres,primary_genre,release_year,date_added,rating,rating_category,duration_value,duration_unit,countries,description
s7708,Movie,Pareeth Pandaari,Gafoor Y. Elliyaas,1,"Kalabhavan Shajohn, Sajitha Madathil, Jaffer Idukki, Sunil Sukhada, Joy Mathew, Ansiba",6,"Dramas, Independent Movies, International Movies",3,Dramas,2017,2018-07-01,TV-PG,teens,109.0,min,India,"As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations."
s7709,Movie,Paris Is Burning,Jennie Livingston,1,unknown,0,"Classic Movies, Cult Movies, Documentaries",3,Classic Movies,1990,2017-02-01,R,adults,77.0,min,United States,"This Sundance prize-winning documentary is an intimate portrait of 1980s Harlem drag balls: a world of fierce competition, sustenance, and survival."
s7710,TV Show,Parks and Recreation,unknown,0,"Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider",11,TV Comedies,1,TV Comedies,2015,,TV-14,not rated,7.0,seasons,United States,"In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy."
s7711,TV Show,Pasión de Gavilanes,unknown,0,"Danna García, Mario Cimarro, Paola Rey, Jorge Cao, Juan Alfonso Baptista, Michel Brown, Gloria Gómez, Kristina Lilley, Natasha Klauss, Ana Lucía Domínguez, Zharick León, Lorena Meritano",12,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3,International TV Shows,2003,2017-05-04,TV-14,not rated,1.0,season,"Colombia, United States","Three brothers seek to avenge the tragic death of a loved one, but become emotionally entangled with the daughters of those they hold responsible."
s7712,Movie,Passenger 57,Kevin Hooks,1,"Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher, Bruce Greenwood, Elizabeth Hurley, Michael Horse, Marc Macaulay, Ernie Lively",9,Action & Adventure,1,Action & Adventure,1992,2021-01-01,R,adults,84.0,min,United States,Air marshal John Cutter must stop notorious terrorist Charles Rane from killing hostages on board a flight that should have delivered Rane to jail.
s7713,Movie,Patiala House,Nikhil Advani,1,"Rishi Kapoor, Dimple Kapadia, Akshay Kumar, Anushka Sharma, Tinnu Anand, Soni Razdan, Prem Chopra, Masood Akhtar, Jeneva Talwar, Suparna Marwah",10,"Dramas, International Movies, Sports Movies",3,Dramas,2011,2017-10-22,TV-PG,teens,140.0,min,India,"A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer."
s7714,Movie,Patient Seventeen,Jeremy Kenyon Lockyer Corbell,1,unknown,0,Documentaries,1,Documentaries,2017,2018-01-29,TV-14,not rated,68.0,min,United States,A surgeon claims to remove high tech microchips that aliens used to manipulate the human race. This documentary seeks to separate fact from fiction.
s7715,Movie,Patriot Games,Phillip Noyce,1,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris",11,Action & Adventure,1,Action & Adventure,1992,2020-01-01,R,adults,117.0,min,United States,CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.
s7716,Movie,Patron Mutlu Son Istiyor,Kıvanç Baruönü,1,"Tolga Çevik, Ezgi Mola, Murat Başoğlu, Erkan Can, Ersin Korkut, Mustafa Uzunyılmaz, Nusret Çetinel, Ayşenur Yazıcı",8,"Comedies, International Movies, Romantic Movies",3,Comedies,2014,2017-03-10,TV-MA,adults,105.0,min,Turkey,"Sent to a remote village to write a screenplay, Sinan finds inspiration to spare in colorful locals, farcical misadventures and the craziness of love."
s7717,Movie,Paul Blart: Mall Cop,Steve Carr,1,"Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez, Shirley Knight, Stephen Rannazzisi, Peter Gerety, Bobby Cannavale, Adam Ferrara, Jamal Mixon, Adhir Kalyan, Gary Valentine",12,"Action & Adventure, Comedies",2,Action & Adventure,2009,2020-11-01,PG,teens,91.0,min,United States,An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.
s7718,Movie,Paulettante Veedu,Dileep Narayanan,1,"Saikumar, Amal Unnithan, Manasa Radhakrishnan, K.P.A.C. Lalitha, Sudheer Karamana, Seema G. Nair",6,"Dramas, International Movies",2,Dramas,2016,2018-07-01,TV-14,not rated,104.0,min,India,"A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter."
s7719,TV Show,Pawn Stars,unknown,0,"Corey Harrison, Richard Harrison, Rick Harrison, Austin ""Chumlee"" Russell",4,Reality TV,1,Reality TV,2010,2019-09-15,TV-14,not rated,1.0,season,United States,"Father Richard Harrison, son Rick and grandson Corey appraise an array of strange objects brought into their Gold & Silver Pawn Shop in Las Vegas."
s7720,Movie,Paying Guests,Paritosh Painter,1,"Shreyas Talpade, Javed Jaffrey, Aashish Chaudhary, Vatsal Seth, Celina Jaitly, Johnny Lever, Delnaaz Paul, Riya Sen, Sayali Bhagat, Neha Dhupia",10,"Comedies, International Movies",2,Comedies,2009,2018-07-01,TV-14,not rated,114.0,min,India,"Desperate for a place to live, twentysomething bachelors Parikshit, Jayesh, Parag and Bhavesh finally locate a house to rent, only to learn that the landlords will consider married applicants only."
s7721,Movie,Pee Mak,Banjong Pisanthanakun,1,"Mario Maurer, Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak, Wiwat Kongrasri, Kantapat Permpoonpatcharasuk, Sean Jindachot",7,"Comedies, Horror Movies, International Movies",3,Comedies,2013,2018-09-01,TV-MA,adults,112.0,min,Thailand,"Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy."
s7722,TV Show,Pee-wee's Playhouse,unknown,0,Paul Reubens,1,"Classic & Cult TV, Kids' TV, TV Comedies",3,Classic & Cult TV,1990,,TV-PG,teens,5.0,seasons,United States,"Pee-wee Herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world."
s7723,Movie,Pee-wee's Playhouse: Christmas Special,"Paul Reubens, Wayne Orr",2,"Paul Reubens, Annette Funicello, Frankie Avalon, Grace Jones, k.d. lang, Dinah Shore, Little Richard, Cher, Eadie del Rubio, Magic Johnson, Elena del Rubio, Zsa Zsa Gabor, Milly del Rubio, Whoopi Goldberg, Oprah Winfrey, Joan Rivers",16,Movies,1,Movies,1988,2014-12-18,TV-PG,teens,48.0,min,United States,"Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo."
s7724,Movie,Pekak,Mohd Khairul Azri Bin Md Noor,1,"Zahiril Adzim, Sharifah Amani, Amerul Affendi, Sharifah Sakinah, Iedil Putra, Zaidi Omar, Joe Flizzow, Chew Kin-Wah",8,"Dramas, International Movies",2,Dramas,2016,2017-08-25,TV-MA,adults,95.0,min,Malaysia,"Desperate to escape her tyrannical father, a rebellious teen befriends a deaf drug pusher who's saving up his money for cochlear implants."
s7725,Movie,Penelope,Mark Palansky,1,"Christina Ricci, James McAvoy, Catherine O'Hara, Peter Dinklage, Simon Woods",5,"Children & Family Movies, Comedies, Romantic Movies",3,Children & Family Movies,2006,2019-04-01,PG,teens,89.0,min,"United Kingdom, United States","In this modern fairy tale, a young woman cursed with the nose of a pig lives her life in seclusion – until an unlikely beau stumbles onto the scene."
s7726,TV Show,Penny Dreadful,unknown,0,"Josh Hartnett, Eva Green, Timothy Dalton, Reeve Carney, Rory Kinnear, Billie Piper, Danny Sapani, Harry Treadaway",8,"TV Dramas, TV Horror, TV Mysteries",3,TV Dramas,2016,2016-09-17,TV-MA,adults,3.0,seasons,"Ireland, United Kingdom, United States","The classic tales of Dracula, Frankenstein, Dorian Gray and more are woven together in this horror series set on the dark streets of Victorian London."
s7727,Movie,People You May Know,J.C. Falcón,1,"Sean Maher, Andrea Grano, Mark Cirillo, Nacho San José, Curt Hansen, Trey McCurley, Jimmy Shaw, Carmen Maura",8,"Dramas, LGBTQ Movies",2,Dramas,2016,2017-02-28,TV-MA,adults,108.0,min,"United States, Spain",The lives of several friends are thrown into chaos when a woman becomes pregnant by her husband's gay best friend after a drunken one-night stand.
s7728,Movie,Perfect Bid: The Contestant Who Knew Too Much,C.J. Wallis,1,Theodore Slauson,1,Documentaries,1,Documentaries,2017,2019-04-30,TV-MA,adults,72.0,min,Canada,"A ""Price Is Right"" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked."
s7729,Movie,Perfect Stranger,James Foley,1,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas",10,Thrillers,1,Thrillers,2007,2019-01-01,R,adults,109.0,min,United States,Ro risks her life to discover the identity of a stranger lurking on the Internet who might hold the answers to her friend's murder.
s7730,TV Show,Person of Interest,unknown,0,"Jim Caviezel, Michael Emerson, Taraji P. Henson, Kevin Chapman, Sarah Shahi, Amy Acker",6,"Crime TV Shows, TV Action & Adventure, TV Dramas",3,Crime TV Shows,2016,,TV-14,not rated,5.0,seasons,United States,Ex-CIA agent John Reese and enigmatic billionaire Mr. Finch use software that can predict future events to prevent violent crimes before they occur.
s7731,Movie,Personal Shopper,Olivier Assayas,1,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin, Hammou Graïa, Nora von Waldstätten, Benjamin Biolay, Audrey Bonnet, Pascal Rambert",10,"Dramas, International Movies, Thrillers",3,Dramas,2016,2019-02-01,R,adults,105.0,min,"France, Germany, Czech Republic, Belgium","A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home."
s7732,Movie,Peter and the Farm,Tony Stone,1,Peter Dunning,1,Documentaries,1,Documentaries,2016,2017-03-09,TV-MA,adults,92.0,min,United States,"His hilltop farm in Vermont may be bucolic, but making ends meet is a backbreaking challenge for grizzled, hard-drinking organic farmer Peter Dunning."
s7733,Movie,Peter Rabbit,Will Gluck,1,"James Corden, Domhnall Gleeson, Rose Byrne, Margot Robbie, Daisy Ridley, Elizabeth Debicki, Vauxhall Jermaine, Marianne Jean-Baptiste, Sia, Colin Moody",10,"Children & Family Movies, Comedies",2,Children & Family Movies,2018,2018-08-18,PG,teens,95.0,min,"United States, Australia","In this mix of live action and CGI, rascally Peter Rabbit faces a tough new foe in his ongoing battle for the veggies in Mr. McGregor's garden."
s7734,Movie,Phamous,Karan Lalit Butani,1,"Jimmy Shergill, Kay Kay Menon, Jackie Shroff, Shriya Saran, Pankaj Tripathi, Mahie Gill, Jameel Khan, Deep Raj Rana",8,"Dramas, International Movies, Thrillers",3,Dramas,2018,2019-12-31,TV-MA,adults,108.0,min,unknown,India's highlands descend into bullet-riddled mayhem as the longtime rivalries and ruthless revenge missions among four men come to a head.
s7735,Movie,Phantom Boy,"Jean-Loup Felicioli, Alain Gagnol",2,"Marcus D'Angelo, Vincent D'Onofrio, Fred Armisen, Jared Padalecki, Joey Camen, Brian T. Delaney, Melissa Disney, Bill Lobley, Amanda Céline Miller, Dana Snyder, Stephanie Sheh",11,"Action & Adventure, Dramas, International Movies",3,Action & Adventure,2015,2017-10-01,PG,teens,85.0,min,"France, Belgium",A boy whose illness allows him to float outside his body uses his newfound skill to help a cop take on a madman who's terrorizing New York City.
s7736,Movie,Philadelphia,Jonathan Demme,1,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé",10,"Classic Movies, Dramas, LGBTQ Movies",3,Classic Movies,1993,2019-07-01,PG-13,teens,126.0,min,United States,Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.
s7737,Movie,Phir Se,"Ajay Bhuyan, Kunal Kohli",2,"Kunal Kohli, Jennifer Winget, Sumona Chakravarti, Sushmita Mukherjee, Kanwaljit Singh, Dalip Tahil, Rajit Kapoor",7,"International Movies, Romantic Movies",2,International Movies,2015,2018-01-15,TV-14,not rated,118.0,min,India,"The paths of a man and a woman, who have both been recently divorced from their spouses, intersect at an art exhibition in London."
s7738,Movie,Phobia 2,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks",5,"Jirayu La-ongmanee, Charlie Trairat, Worrawech Danuwong, Marsha Wattanapanich, Nicole Theriault, Chumphorn Thepphithak, Gacha Plienwithi, Suteerush Channukool, Peeratchai Roompol, Nattapong Chartpong",10,"Horror Movies, International Movies",2,Horror Movies,2009,2018-09-05,TV-MA,adults,125.0,min,Thailand,"From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology."
s7739,Movie,Phone Swap,Kunle Afolayan,1,"Wale Ojo, Nse Ikpe-Etim, Lydia Forson, Joke Silva, Chika Okpala, Ada Ameh, Hafeez Oyetoro, Chika Chukwu",8,"Comedies, International Movies, Romantic Movies",3,Comedies,2012,2019-09-01,TV-14,not rated,112.0,min,Nigeria,A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.
s7740,Movie,Phullu,Abhishek Saxena,1,"Sharib Hashmi, Nutan Surya, Jyotii Sethi, Inaamulhaq, Trisha Kale, Namya Saxena, Shivam Pradhan, Kimti Anand, Paras Raj Gandhi",9,"Dramas, Independent Movies, International Movies",3,Dramas,2017,2019-12-31,TV-14,not rated,96.0,min,India,"Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins."
s7741,Movie,Pick of the Litter,"Dana Nachman, Don Hardy Jr.",2,unknown,0,"Children & Family Movies, Documentaries",2,Children & Family Movies,2018,2020-08-02,TV-PG,teens,81.0,min,United States,Five Labrador puppies embark on a 20-month training to pass the milestones on their journey to becoming guide dogs for people with visual impairment.
s7742,Movie,Pierre Jackson,Christopher Nolen,1,"Trae Ireland, Chrystee Pharris, Brian Hooks, Dawnisha Halfkenny, Ebony Byrd Wesley, Simeon Henderson, Marquita Goings, Lew Collins, Kendra Gilliams, Caneil Oliver",10,Romantic Movies,1,Romantic Movies,2018,2019-06-29,TV-MA,adults,81.0,min,United States,"In the midst of ann arduous divorce battle, a real estate tycoon opts for a life of partying and sex until feelings for his childhood friend surface."
s7743,Movie,Pimpal,Gajendra Ahire,1,"Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale",6,"Dramas, Independent Movies, International Movies",3,Dramas,2017,2018-11-15,TV-PG,teens,92.0,min,India,"As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business."
s7744,TV Show,Pioneers of African-American Cinema,"Oscar Micheaux, Spencer Williams, Richard E. Norman, Richard Maurice",4,unknown,0,TV Shows,1,TV Shows,1946,2017-02-01,TV-14,not rated,1.0,season,United States,This newly preserved collection features more than 20 films made by groundbreaking African American directors for black audiences from 1915 to 1946.
s7745,Movie,Pitaah,Mahesh Manjrekar,1,"Sanjay Dutt, Nandita Das, Om Puri, Jackie Shroff, Mita Vashisht, Sachin Khedekar, Anjan Srivastav, Dinesh Anand, Mink Singh, Siddharth",10,"Dramas, International Movies, Music & Musicals",3,Dramas,2002,2018-03-01,TV-MA,adults,127.0,min,India,"Thakur Avadh is an evil landlord in a remote village who rules with an iron fist. His two sons live a debauched life, knowing that their father will bail them out of any scrape."
s7746,Movie,"Pizza, birra, faso","Israel Adrián Caetano, Bruno Stagnaro",2,"Héctor Anglada, Jorge Sesán, Pamela Jordán, Adrián Yospe, Daniel Di Biase, Walter Díaz, Martín Adjemián, Elena Cánepa, Rubén Rodríguez, Tony Lestingi, Alejandro Pous",11,"Dramas, International Movies",2,Dramas,1998,2018-03-15,TV-MA,adults,81.0,min,Argentina,A group of hardscrabble young thieves in Argentina decide to leave their boss and plan heists on their own.
s7747,Movie,"Plaire, aimer et courir vite",Christophe Honoré,1,"Vincent Lacoste, Pierre Deladonchamps, Denis Podalydès, Adèle Wismes, Thomas Gonzalez, Clement Metayer, Quentin Thébault, Tristan Farge, Sophie Letourneur",9,"Dramas, Independent Movies, International Movies",3,Dramas,2018,2019-07-13,TV-MA,adults,133.0,min,France,"When a Paris-based writer with AIDS meets a college student exploring his sexuality, romance blossoms in his waning days."
s7748,TV Show,Planet Earth II,unknown,0,David Attenborough,1,"British TV Shows, Docuseries, Science & Nature TV",3,British TV Shows,2016,2017-12-25,TV-G,family,1.0,season,United Kingdom,"In this sequel to the Emmy-winning ""Planet Earth"" series, viewers are treated to rich and intimate views of the natural diversity of our planet."
s7749,TV Show,Planet Earth: The Complete Collection,Alastair Fothergill,1,David Attenborough,1,"British TV Shows, Docuseries, International TV Shows",3,British TV Shows,2006,2015-04-22,TV-PG,teens,1.0,season,United Kingdom,This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.
s7750,Movie,Planet Hulk,Sam Liu,1,"Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth, Liam O'Brien, Kevin Michael Richardson, Sam Vincent, Advah Soudack, Michael Kopsa, Paul Dobson, Marc Worden",10,"Action & Adventure, Sci-Fi & Fantasy",2,Action & Adventure,2010,2020-06-01,TV-14,not rated,81.0,min,United States,"When Earth's superheroes exile the volatile Incredible Hulk to a distant planet called Sakaar, the muscle-bound green monster is sold into slavery."
s7751,Movie,Planetarium,Rebecca Zlotowski,1,"Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar, Pierre Salvadori, Louis Garrel",6,"Dramas, International Movies",2,Dramas,2016,2018-01-01,TV-MA,adults,108.0,min,"France, Belgium","In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker."
s7752,Movie,Platoon,Oliver Stone,1,"Tom Berenger, Willem Dafoe, Charlie Sheen, Forest Whitaker, Francesco Quinn, John C. McGinley, Richard Edson, Kevin Dillon, Reggie Johnson, Keith David",10,"Action & Adventure, Classic Movies, Dramas",3,Action & Adventure,1986,2020-11-01,R,adults,120.0,min,"United States, United Kingdom",A soldier grows disillusioned as he's caught between rival sergeants in this semi-autobiographical Vietnam War drama from writer-director Oliver Stone.
s7753,Movie,Playing for Time,"Daniel Mann, Joseph Sargent",2,"Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris",10,Dramas,1,Dramas,1980,2017-12-01,TV-14,not rated,149.0,min,United States,"Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers."
s7754,Movie,Playing Hard,Jean-Simon Chartier,1,unknown,0,"Documentaries, International Movies",2,Documentaries,2018,2019-04-05,TV-MA,adults,92.0,min,"Canada, United States","Step inside the Ubisoft offices, and follow designer Jason VandenBerghe's fight to create the video game ""For Honor"" over four years."
s7755,Movie,Pope Francis: A Man of His Word,Wim Wenders,1,Pope Francis,1,"Documentaries, Faith & Spirituality, International Movies",3,Documentaries,2018,2019-01-03,PG,teens,96.0,min,"Switzerland, Vatican City, Italy, Germany, France","Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age."
s7756,Movie,Popeye,Robert Altman,1,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, Macintyre Dixon, Roberta Maxwell, Donovan Scott",10,"Action & Adventure, Children & Family Movies, Comedies",3,Action & Adventure,1980,2019-11-24,PG,teens,114.0,min,United States,"During a storm that wrecks his ship, super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive."
s7757,TV Show,Portlandia,unknown,0,"Fred Armisen, Carrie Brownstein",2,TV Comedies,1,TV Comedies,2018,2019-09-25,TV-14,not rated,8.0,seasons,United States,"Fred Armisen and Carrie Brownstein send up the residents of Portland, Ore. Typical targets include artisanal light bulbs and feminist bookstores."
s7758,Movie,Porto,Gabe Klinger,1,"Anton Yelchin, Lucie Lucas, Françoise Lebrun, Paulo Calatré",4,"Dramas, Independent Movies, Romantic Movies",3,Dramas,2016,2018-04-16,TV-MA,adults,77.0,min,"Portugal, France, Poland, United States","In a coastal Portuguese city, an erotic encounter ensues between an American expat and a French student, resonating through their lives years later."
s7759,Movie,Postcards from London,Steve McLean,1,"Harris Dickinson, Jonah Hauer-King, Alessandro Cimadamore, Leonardo Salerni, Raphael Desprez, Jerome Holder, Leemore Marrett Jr., Silas Carson, Stephen Boxer, Leo Hatton, Ben Cura",11,"Dramas, Independent Movies, LGBTQ Movies",3,Dramas,2018,2019-02-19,TV-MA,adults,90.0,min,United Kingdom,"After being recruited to be a raconteur in London, a handsome teenager discovers he suffers from a rare condition where he faints upon seeing fine art."
s7760,TV Show,Powder,unknown,0,"Manish Chaudhary, Pankaj Tripathi, Geetika Tyagi, Rahul Bagga",4,"Crime TV Shows, International TV Shows, TV Dramas",3,Crime TV Shows,2010,2018-02-15,TV-14,not rated,1.0,season,India,"Two men who grew up in Mumbai's slums are drawn into the city's brutal narcotics trade, where they fight on opposite sides of the law."
s7761,TV Show,Power Battle Watch Car,unknown,0,"Sang-hyun Um, Tae-yeol Jeon, Yeong-wung Jeong, Hye-won Jeong, Yong-woo Shin, Jin-hong Bae, Do-hyeong Nam, Min-kyu Lee",8,"Kids' TV, Korean TV Shows",2,Kids' TV,2016,2017-06-01,TV-Y7,kids,1.0,season,unknown,"Jino and his Watch Car, Bluewill, compete in the Battle League to become world champions. Meanwhile, a dark force threatens to destroy them all."
s7762,TV Show,Power Rangers Dino Charge,unknown,0,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",6,Kids' TV,1,Kids' TV,2015,2015-12-02,TV-Y7,kids,1.0,season,United States,"In the time of dinosaurs, the ancient and powerful Energems were lost on Earth, and now the evil bounty hunter Sledge has returned to find them."
s7763,TV Show,Power Rangers Dino Super Charge,unknown,0,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",6,Kids' TV,1,Kids' TV,2016,2016-10-15,TV-Y7,kids,1.0,season,unknown,Just when you thought the Rangers' mission was accomplished there's an even more difficult challenge for them to face with the arrival of a new enemy.
s7764,TV Show,Power Rangers Dino Thunder,unknown,0,"James Napier, Kevin Duhaney, Emma Lahana, Jason David Frank, Jeffrey Parazzo, Katrina Devine, Tom Hern, Miriama Smith, Latham Gaines, James Gaylyn",10,Kids' TV,1,Kids' TV,2004,2016-01-01,TV-Y7,kids,1.0,season,United States,"Dr. Tommy Oliver returns when his students discover the Dino Gems that morph them into the Dino Power Rangers, enabling them to stop the evil Mesogog."
s7765,TV Show,Power Rangers in Space,unknown,0,"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang",15,Kids' TV,1,Kids' TV,1998,2016-01-01,TV-Y7,kids,1.0,season,"United States, France, Japan","With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter."
s7766,TV Show,Power Rangers Jungle Fury,unknown,0,"Jason Smith, Aljin Abella, Anna Hutchison, David de Lautour, Nikolai Nikolaeff, Sarah Thomson, Bede Skinner, Holly Shanahan, Kelson Henderson, Richard Simpson, Cameron Rhodes, Elisabeth Easther, Mark Wright, Derek Judge",14,Kids' TV,1,Kids' TV,2008,2016-01-01,TV-Y7,kids,1.0,season,United States,The Power Rangers travel to California in search of their new master and find him running a pizza parlor – so they join the staff to be trained.
s7767,TV Show,Power Rangers Lightspeed Rescue,unknown,0,"Michael Chaturantabut, Sean CW Johnson, Alison MacInnis, Keith Robinson, Sasha Craig, Monica Louwerens, Rhett Fisher, Ron Roggé, Jennifer L. Yen, Kim Strauss",10,Kids' TV,1,Kids' TV,2000,2016-01-01,TV-Y7,kids,1.0,season,"France, Japan, United States","As demons rumble from their graves beneath Mariner Bay, a government organization called Lightspeed recruits five civilians to defend the city."
s7768,TV Show,Power Rangers Lost Galaxy,unknown,0,"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta",15,Kids' TV,1,Kids' TV,1999,2016-01-01,TV-Y7,kids,1.0,season,"United States, France, Japan","Five teenagers, transformed by the mystical powers of the Quasar Sabers into the Galaxy Power Rangers, battle the evil Scorpius and Captain Mutiny."
s7769,TV Show,Power Rangers Mystic Force,unknown,0,"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",13,Kids' TV,1,Kids' TV,2006,2016-01-01,TV-Y7,kids,1.0,season,United States,"When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers – the Mystic Force Power Rangers – to save mankind."
s7770,TV Show,Power Rangers Ninja Storm,unknown,0,"Pua Magasiva, Sally Martin, Glenn McMillan, Adam Tuominen, Jorgito Vargas Jr., Jason Chan, Katrina Browne, Katrina Devine, Grant McFarland, Peter Rowley, Megan Nicol, Bruce Hopkins",12,Kids' TV,1,Kids' TV,2003,2016-01-01,TV-Y7,kids,1.0,season,"United States, New Zealand","When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back."
s7771,TV Show,Power Rangers Operation Overdrive,unknown,0,"James Maclurcan, Caitlin Murphy, Samuell Benta, Rhoda Montemayor, Gareth Yuen, Dwayne Cameron, Rod Lousich, David Weatherley, Kelson Henderson, Gerald Urquhart, Ria Vandervis, Mark Ferguson",12,Kids' TV,1,Kids' TV,2007,2016-01-01,TV-Y7,kids,1.0,season,"United States, New Zealand, Japan","To keep powerful jewels from falling into the hands of two wicked brothers, five young Power Rangers set out on a dangerous global adventure."
s7772,TV Show,Power Rangers RPM,unknown,0,"Eka Darville, Ari Boyland, Rose McIver, Milo Cawthorne, Daniel Ewing, Mike Ginn, Li Ming Hu, Olivia Tennet, James Gaylyn, Adelaide Kane, Andrew Laing, Charlie McDermott, Mark Mitchinson",13,Kids' TV,1,Kids' TV,2009,2016-01-01,TV-Y7,kids,1.0,season,United States,"The Power Rangers' new member, Dillon, isn't sure he wants to be on the team until he has a dream that sets the Rangers into action."
s7773,TV Show,Power Rangers S.P.D.,unknown,0,"Brandon Jay McLaren, Chris Violette, Matt Austin, Monica May, Alycia Purrott, John Tui, Rene Naufahu, Michelle Langstone, Barnie Duncan, Kelson Henderson, Jim McLarty, Olivia James-Baird, Josephine Davison, Derek Judge, James Gaylyn",15,Kids' TV,1,Kids' TV,2005,2016-01-01,TV-Y7,kids,1.0,season,"United States, New Zealand","When the Troobian Empire attacks Earth, the B-Squad Power Rangers Space Patrol Delta morphs into action to squash the alien threat and save the world."
s7774,TV Show,Power Rangers Samurai,unknown,0,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu, Jeff Szusterman, Felix Ryan, Paul Schrier",9,Kids' TV,1,Kids' TV,2011,2016-01-01,TV-Y7,kids,1.0,season,United States,"A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth's elements to battle dark forces."
